weathercode,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,shortwave_radiation_sum,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,et0_fao_evapotranspiration,latitude,longitude,elevation,year,month,day,sunrise_hour,sunrise_minute,sunset_hour,sunset_minute,city_Colombo,city_Mount Lavinia
63,29.3,25.4,26.7,34.4,28.4,30.8,17.9,21.5,21.5,0.0,24.0,23.7,52.2,232,3.41,7.0,79.899994,16.0,2022,5,18,0,23,12,50,1,False
61,29.8,25.2,26.8,35.0,29.6,31.2,17.33,10.4,10.4,0.0,23.0,20.0,46.8,227,3.47,7.0,79.899994,16.0,2022,5,19,0,23,12,50,1,False
53,29.7,25.5,27.3,35.7,30.6,32.3,19.53,2.5,2.5,0.0,16.0,17.5,43.6,221,3.83,7.0,79.899994,16.0,2022,5,20,0,23,12,50,1,False
51,29.3,25.9,27.4,35.6,30.9,32.7,18.8,3.4,3.4,0.0,21.0,17.1,42.5,208,3.65,7.0,79.899994,16.0,2022,5,21,0,23,12,51,1,False
51,29.3,26.1,27.5,34.2,31.1,32.3,18.08,3.7,3.7,0.0,18.0,20.2,45.4,189,3.58,7.0,79.899994,16.0,2022,5,22,0,23,12,51,1,False
61,29.7,25.0,27.2,35.8,28.9,32.4,17.72,9.8,9.8,0.0,20.0,19.2,42.1,198,3.48,7.0,79.899994,16.0,2022,5,23,0,23,12,51,1,False
63,27.8,25.0,26.0,32.6,29.5,30.7,12.48,24.3,24.3,0.0,23.0,15.1,38.5,224,2.5,7.0,79.899994,16.0,2022,5,24,0,23,12,51,1,False
63,28.8,24.7,26.0,35.4,29.1,31.1,15.37,18.8,18.8,0.0,24.0,12.8,32.0,231,3.02,7.0,79.899994,16.0,2022,5,25,0,23,12,51,1,False
61,28.8,24.7,26.4,35.0,29.6,31.5,18.12,9.7,9.7,0.0,21.0,13.3,34.6,224,3.53,7.0,79.899994,16.0,2022,5,26,0,23,12,52,1,False
61,29.1,24.8,26.4,35.2,29.8,31.5,17.54,9.9,9.9,0.0,21.0,15.9,39.2,216,3.42,7.0,79.899994,16.0,2022,5,27,0,23,12,52,1,False
61,29.3,25.0,26.4,34.4,30.0,31.4,17.13,11.5,11.5,0.0,22.0,19.1,43.2,217,3.24,7.0,79.899994,16.0,2022,5,28,0,23,12,52,1,False
63,28.0,24.8,26.1,32.9,29.4,30.8,15.51,17.7,17.7,0.0,23.0,19.9,40.3,225,2.94,7.0,79.899994,16.0,2022,5,29,0,23,12,52,1,False
63,28.3,24.5,25.9,33.6,27.9,29.8,13.98,25.2,25.2,0.0,22.0,23.2,40.3,268,2.69,7.0,79.899994,16.0,2022,5,30,0,23,12,52,1,False
63,26.0,24.7,25.5,31.2,29.6,30.2,4.17,40.7,40.7,0.0,24.0,16.1,46.8,265,1.02,7.0,79.899994,16.0,2022,5,31,0,23,12,53,1,False
63,28.2,25.0,26.6,33.4,30.2,31.8,10.11,12.7,12.7,0.0,23.0,6.0,46.4,18,2.18,7.0,79.899994,16.0,2022,6,1,0,23,12,53,1,False
63,28.6,25.8,26.9,32.9,29.9,31.4,15.57,11.9,11.9,0.0,24.0,20.9,47.5,195,3.07,7.0,79.899994,16.0,2022,6,2,0,23,12,53,1,False
63,28.6,24.8,26.7,32.8,29.4,31.1,15.99,13.2,13.2,0.0,22.0,18.6,40.7,196,3.17,7.0,79.899994,16.0,2022,6,3,0,23,12,53,1,False
61,28.8,25.0,26.4,34.4,29.4,31.3,15.18,8.7,8.7,0.0,24.0,14.2,32.8,220,3.0,7.0,79.899994,16.0,2022,6,4,0,23,12,54,1,False
53,28.8,25.0,26.6,33.6,29.5,31.3,15.95,4.9,4.9,0.0,22.0,18.6,37.1,231,3.15,7.0,79.899994,16.0,2022,6,5,0,23,12,54,1,False
53,28.3,24.9,26.2,34.2,29.8,31.3,17.0,5.1,5.1,0.0,23.0,14.3,31.3,236,3.19,7.0,79.899994,16.0,2022,6,6,0,24,12,54,1,False
53,28.4,24.7,26.5,33.8,29.8,31.5,16.75,3.3,3.3,0.0,21.0,15.9,37.1,218,3.24,7.0,79.899994,16.0,2022,6,7,0,24,12,54,1,False
53,29.2,25.0,26.8,33.5,29.8,31.4,18.12,7.0,7.0,0.0,23.0,19.8,38.9,210,3.61,7.0,79.899994,16.0,2022,6,8,0,24,12,55,1,False
63,28.8,24.7,26.4,33.9,28.8,30.8,17.04,12.2,12.2,0.0,19.0,18.1,37.4,219,3.38,7.0,79.899994,16.0,2022,6,9,0,24,12,55,1,False
51,29.1,25.3,27.0,32.8,29.9,31.1,19.48,3.4,3.4,0.0,20.0,19.8,39.6,218,3.99,7.0,79.899994,16.0,2022,6,10,0,24,12,55,1,False
55,28.6,24.5,26.7,35.3,29.2,32.0,17.71,7.1,7.1,0.0,23.0,14.2,32.0,204,3.53,7.0,79.899994,16.0,2022,6,11,0,24,12,55,1,False
63,28.6,24.2,26.3,34.7,29.2,31.5,15.0,15.3,15.3,0.0,23.0,13.3,37.1,188,2.98,7.0,79.899994,16.0,2022,6,12,0,24,12,56,1,False
51,29.1,25.2,27.1,34.7,30.5,32.2,18.29,3.0,3.0,0.0,20.0,16.7,36.7,185,3.66,7.0,79.899994,16.0,2022,6,13,0,25,12,56,1,False
61,29.4,25.2,26.8,34.2,30.9,31.9,15.56,7.7,7.7,0.0,19.0,16.3,34.6,189,3.18,7.0,79.899994,16.0,2022,6,14,0,25,12,56,1,False
63,27.7,24.8,25.9,33.0,29.6,31.2,14.07,17.6,17.6,0.0,24.0,14.1,31.7,187,2.73,7.0,79.899994,16.0,2022,6,15,0,25,12,56,1,False
61,27.3,25.2,26.2,32.4,30.8,31.6,5.75,7.1,7.1,0.0,17.0,9.0,19.4,188,1.38,7.0,79.899994,16.0,2022,6,16,0,25,12,56,1,False
61,28.5,24.5,26.2,33.5,29.1,31.2,13.04,7.8,7.8,0.0,20.0,12.9,32.8,228,2.64,7.0,79.899994,16.0,2022,6,17,0,25,12,57,1,False
53,28.9,24.4,26.4,34.4,28.9,31.1,18.16,5.1,5.1,0.0,21.0,14.6,32.0,241,3.58,7.0,79.899994,16.0,2022,6,18,0,25,12,57,1,False
51,29.2,24.7,26.7,35.3,30.1,32.1,18.24,2.8,2.8,0.0,19.0,14.6,30.2,215,3.58,7.0,79.899994,16.0,2022,6,19,0,26,12,57,1,False
61,29.4,24.8,26.6,35.9,30.2,31.8,17.5,7.9,7.9,0.0,18.0,14.0,34.6,211,3.47,7.0,79.899994,16.0,2022,6,20,0,26,12,57,1,False
55,29.3,25.1,26.9,35.7,30.2,31.9,16.54,6.9,6.9,0.0,20.0,18.4,40.7,199,3.3,7.0,79.899994,16.0,2022,6,21,0,26,12,58,1,False
61,28.7,25.2,26.9,34.3,30.3,32.1,18.07,7.9,7.9,0.0,14.0,16.9,41.0,210,3.51,7.0,79.899994,16.0,2022,6,22,0,26,12,58,1,False
61,28.8,25.0,26.9,34.3,30.0,32.0,17.13,5.0,5.0,0.0,22.0,16.2,37.8,206,3.31,7.0,79.899994,16.0,2022,6,23,0,27,12,58,1,False
65,28.4,25.3,26.8,33.3,30.0,31.6,15.48,29.7,29.7,0.0,21.0,18.7,45.7,194,3.02,7.0,79.899994,16.0,2022,6,24,0,27,12,58,1,False
61,29.3,25.2,27.0,34.2,29.5,31.5,16.78,10.0,10.0,0.0,23.0,19.2,49.0,173,3.45,7.0,79.899994,16.0,2022,6,25,0,27,12,59,1,False
51,29.7,25.9,27.6,34.7,31.2,32.5,18.04,2.3,2.3,0.0,14.0,18.0,41.0,187,3.74,7.0,79.899994,16.0,2022,6,26,0,27,12,59,1,False
53,29.7,26.3,27.7,34.2,31.6,32.5,20.48,4.6,4.6,0.0,23.0,19.8,39.6,177,4.19,7.0,79.899994,16.0,2022,6,27,0,28,12,59,1,False
53,29.4,26.1,27.4,35.2,30.8,32.2,17.4,4.1,4.1,0.0,23.0,21.1,50.0,171,3.59,7.0,79.899994,16.0,2022,6,28,0,28,12,59,1,False
61,29.3,26.1,27.4,33.8,31.0,32.0,19.37,8.4,8.4,0.0,23.0,20.6,53.6,178,3.87,7.0,79.899994,16.0,2022,6,29,0,28,12,59,1,False
61,28.7,25.4,27.0,32.2,29.9,30.9,15.87,5.5,5.5,0.0,13.0,24.9,56.2,168,3.3,7.0,79.899994,16.0,2022,6,30,0,28,12,59,1,False
51,29.4,25.8,27.5,34.0,30.1,31.4,20.94,0.7,0.7,0.0,4.0,22.9,50.4,171,4.34,7.0,79.899994,16.0,2022,7,1,0,28,13,0,1,False
63,29.3,25.6,27.3,33.5,29.7,31.3,20.49,9.7,9.7,0.0,21.0,23.1,46.4,175,4.23,7.0,79.899994,16.0,2022,7,2,0,29,13,0,1,False
61,27.8,25.5,26.6,30.4,29.1,29.9,12.19,10.5,10.5,0.0,19.0,28.5,57.6,171,2.72,7.0,79.899994,16.0,2022,7,3,0,29,13,0,1,False
63,28.9,25.2,27.0,32.2,29.7,31.3,20.7,5.9,5.9,0.0,12.0,23.0,43.6,172,4.1,7.0,79.899994,16.0,2022,7,4,0,29,13,0,1,False
63,29.0,24.9,26.7,34.3,29.5,31.6,18.14,7.0,7.0,0.0,15.0,16.7,52.9,167,3.59,7.0,79.899994,16.0,2022,7,5,0,29,13,0,1,False
63,28.5,24.9,26.5,31.9,29.6,31.0,15.53,5.0,5.0,0.0,7.0,21.9,50.0,157,3.06,7.0,79.899994,16.0,2022,7,6,0,30,13,0,1,False
51,28.3,24.3,26.4,32.5,28.6,30.9,17.72,0.2,0.2,0.0,2.0,18.9,39.6,141,3.46,7.0,79.899994,16.0,2022,7,7,0,30,13,0,1,False
51,29.1,24.3,26.9,33.0,28.4,30.4,21.88,0.9,0.9,0.0,6.0,23.3,52.9,169,4.51,7.0,79.899994,16.0,2022,7,8,0,30,13,0,1,False
55,28.8,25.5,26.7,33.1,30.2,31.1,18.45,2.8,2.8,0.0,11.0,21.3,53.6,167,3.63,7.0,79.899994,16.0,2022,7,9,0,30,13,0,1,False
61,28.4,25.3,26.6,32.8,28.9,30.6,15.15,5.7,5.7,0.0,18.0,21.4,50.8,188,3.16,7.0,79.899994,16.0,2022,7,10,0,30,13,0,1,False
55,28.1,25.0,26.3,32.1,28.2,30.9,12.18,7.1,7.1,0.0,11.0,16.6,34.9,184,2.57,7.0,79.899994,16.0,2022,7,11,0,31,13,1,1,False
51,28.9,25.3,26.9,34.6,29.6,31.6,22.3,2.0,2.0,0.0,15.0,18.0,48.6,199,4.26,7.0,79.899994,16.0,2022,7,12,0,31,13,1,1,False
53,29.1,25.2,26.9,34.5,29.1,31.2,21.83,3.2,3.2,0.0,17.0,19.1,47.5,204,4.29,7.0,79.899994,16.0,2022,7,13,0,31,13,1,1,False
61,29.2,25.3,26.8,34.7,29.7,31.5,18.37,6.4,6.4,0.0,21.0,20.8,48.2,205,3.54,7.0,79.899994,16.0,2022,7,14,0,31,13,1,1,False
53,29.5,25.2,27.1,33.7,30.4,31.7,20.2,5.5,5.5,0.0,24.0,19.1,43.2,197,4.02,7.0,79.899994,16.0,2022,7,15,0,32,13,1,1,False
51,29.2,25.4,27.1,35.9,31.1,32.8,19.45,2.3,2.3,0.0,17.0,15.3,38.9,212,3.78,7.0,79.899994,16.0,2022,7,16,0,32,13,1,1,False
53,28.9,25.6,27.1,35.3,30.5,32.1,17.51,3.9,3.9,0.0,21.0,18.5,33.8,189,3.5,7.0,79.899994,16.0,2022,7,17,0,32,13,1,1,False
51,29.3,25.6,27.0,35.0,30.4,31.6,16.98,2.4,2.4,0.0,14.0,19.6,39.2,165,3.43,7.0,79.899994,16.0,2022,7,18,0,32,13,1,1,False
53,30.3,25.2,27.3,36.3,30.1,31.9,19.67,2.4,2.4,0.0,11.0,22.0,35.6,164,4.14,7.0,79.899994,16.0,2022,7,19,0,32,13,1,1,False
53,28.9,24.8,26.7,33.7,30.0,31.2,15.37,3.8,3.8,0.0,20.0,17.6,34.6,181,3.21,7.0,79.899994,16.0,2022,7,20,0,32,13,1,1,False
61,29.4,24.9,26.6,35.2,28.8,30.9,16.24,13.8,13.8,0.0,20.0,18.2,32.4,198,3.41,7.0,79.899994,16.0,2022,7,21,0,33,13,1,1,False
53,27.7,25.1,26.2,31.4,28.9,30.3,11.31,5.5,5.5,0.0,22.0,20.3,36.7,189,2.44,7.0,79.899994,16.0,2022,7,22,0,33,13,0,1,False
55,28.1,25.4,26.5,32.9,29.4,30.7,17.72,4.7,4.7,0.0,16.0,22.0,46.8,187,3.33,7.0,79.899994,16.0,2022,7,23,0,33,13,0,1,False
51,28.3,25.1,26.3,32.4,29.5,30.6,18.86,1.1,1.1,0.0,10.0,19.1,39.6,178,3.66,7.0,79.899994,16.0,2022,7,24,0,33,13,0,1,False
51,28.8,25.1,26.7,33.3,30.0,31.3,17.6,1.3,1.3,0.0,8.0,15.6,32.4,178,3.56,7.0,79.899994,16.0,2022,7,25,0,33,13,0,1,False
63,30.5,24.5,26.9,37.9,30.0,32.3,19.26,6.5,6.5,0.0,15.0,13.4,29.9,145,3.94,7.0,79.899994,16.0,2022,7,26,0,33,13,0,1,False
63,29.5,24.2,26.3,35.7,29.3,31.4,15.94,17.4,17.4,0.0,19.0,12.0,27.7,121,3.2,7.0,79.899994,16.0,2022,7,27,0,33,13,0,1,False
53,28.2,24.8,26.3,33.6,30.0,31.5,10.59,4.9,4.9,0.0,15.0,9.7,21.6,156,2.28,7.0,79.899994,16.0,2022,7,28,0,33,13,0,1,False
51,28.4,24.6,26.3,33.1,29.9,31.4,10.67,1.6,1.6,0.0,10.0,8.5,16.2,273,2.34,7.0,79.899994,16.0,2022,7,29,0,34,13,0,1,False
53,29.6,24.4,26.6,36.3,29.5,31.7,18.41,2.3,2.3,0.0,13.0,12.5,28.1,240,3.74,7.0,79.899994,16.0,2022,7,30,0,34,12,59,1,False
63,28.7,24.5,26.0,34.6,29.3,30.9,16.93,10.4,10.4,0.0,22.0,14.6,30.6,222,3.28,7.0,79.899994,16.0,2022,7,31,0,34,12,59,1,False
65,26.9,24.8,25.7,29.5,27.5,28.5,6.58,25.5,25.5,0.0,22.0,30.0,61.2,183,1.91,7.0,79.899994,16.0,2022,8,1,0,34,12,59,1,False
63,27.9,24.5,25.9,30.2,26.8,28.4,14.51,18.6,18.6,0.0,24.0,27.6,60.1,187,3.17,7.0,79.899994,16.0,2022,8,2,0,34,12,59,1,False
63,27.3,24.7,25.7,29.6,27.4,28.5,13.0,12.1,12.1,0.0,23.0,25.3,65.9,196,2.75,7.0,79.899994,16.0,2022,8,3,0,34,12,59,1,False
55,27.8,24.9,26.1,30.1,27.7,28.8,15.27,4.7,4.7,0.0,20.0,24.1,58.3,188,3.43,7.0,79.899994,16.0,2022,8,4,0,34,12,58,1,False
53,27.5,24.8,26.0,30.8,27.6,29.6,15.47,5.4,5.4,0.0,22.0,25.1,57.6,192,2.99,7.0,79.899994,16.0,2022,8,5,0,34,12,58,1,False
51,28.4,25.0,26.2,33.7,29.2,30.7,17.37,1.9,1.9,0.0,15.0,18.4,47.9,201,3.38,7.0,79.899994,16.0,2022,8,6,0,34,12,58,1,False
51,28.6,24.9,26.3,32.6,29.0,30.4,20.25,2.9,2.9,0.0,18.0,19.6,41.4,203,3.89,7.0,79.899994,16.0,2022,8,7,0,34,12,58,1,False
51,28.5,25.0,26.4,32.7,29.6,30.8,20.49,2.0,2.0,0.0,18.0,22.2,48.6,208,3.83,7.0,79.899994,16.0,2022,8,8,0,34,12,57,1,False
51,28.7,24.8,26.5,33.9,30.0,31.4,21.33,1.8,1.8,0.0,15.0,19.6,45.4,199,4.02,7.0,79.899994,16.0,2022,8,9,0,34,12,57,1,False
51,29.0,23.9,26.4,33.5,29.3,31.3,23.0,0.3,0.3,0.0,3.0,17.3,35.6,181,4.45,7.0,79.899994,16.0,2022,8,10,0,34,12,57,1,False
51,29.5,23.7,26.9,34.8,29.1,32.0,22.09,1.1,1.1,0.0,8.0,16.2,33.8,170,4.34,7.0,79.899994,16.0,2022,8,11,0,34,12,56,1,False
55,29.3,25.5,27.0,35.4,30.5,32.5,19.12,3.1,3.1,0.0,17.0,15.1,43.2,179,3.68,7.0,79.899994,16.0,2022,8,12,0,34,12,56,1,False
51,29.0,24.6,26.5,34.4,30.3,31.7,20.3,1.5,1.5,0.0,13.0,18.7,36.7,184,3.9,7.0,79.899994,16.0,2022,8,13,0,34,12,56,1,False
51,28.9,24.6,26.4,33.6,29.8,31.2,18.82,0.8,0.8,0.0,6.0,17.4,34.9,185,3.72,7.0,79.899994,16.0,2022,8,14,0,34,12,55,1,False
51,30.3,24.8,27.1,35.7,29.7,31.8,20.07,0.5,0.5,0.0,4.0,12.9,27.0,250,4.21,7.0,79.899994,16.0,2022,8,15,0,34,12,55,1,False
51,29.3,24.8,26.8,33.6,29.3,31.0,20.83,2.3,2.3,0.0,17.0,17.4,35.6,250,4.23,7.0,79.899994,16.0,2022,8,16,0,34,12,55,1,False
51,28.8,24.7,26.5,34.8,29.4,30.9,19.78,2.8,2.8,0.0,19.0,17.8,33.8,218,3.89,7.0,79.899994,16.0,2022,8,17,0,34,12,54,1,False
53,28.9,24.5,26.3,34.2,29.1,30.7,18.89,7.5,7.5,0.0,22.0,19.1,38.5,206,3.69,7.0,79.899994,16.0,2022,8,18,0,34,12,54,1,False
51,28.7,24.5,26.4,34.4,29.0,31.1,18.61,5.0,5.0,0.0,24.0,16.1,36.7,202,3.62,7.0,79.899994,16.0,2022,8,19,0,34,12,54,1,False
51,29.0,24.8,26.8,34.4,29.6,31.1,19.36,3.1,3.1,0.0,23.0,19.7,39.2,200,3.82,7.0,79.899994,16.0,2022,8,20,0,34,12,53,1,False
51,28.9,24.7,26.6,33.2,28.8,30.7,20.25,4.0,4.0,0.0,20.0,20.6,42.1,197,3.98,7.0,79.899994,16.0,2022,8,21,0,34,12,53,1,False
63,28.0,24.7,26.2,32.5,29.0,30.2,15.47,13.0,13.0,0.0,21.0,21.2,45.7,181,3.01,7.0,79.899994,16.0,2022,8,22,0,34,12,52,1,False
61,28.3,24.8,26.3,33.0,28.6,30.2,19.77,9.6,9.6,0.0,21.0,20.4,46.4,172,3.85,7.0,79.899994,16.0,2022,8,23,0,34,12,52,1,False
61,27.8,25.2,26.1,31.2,28.8,29.9,13.33,11.2,11.2,0.0,24.0,20.7,40.0,177,2.72,7.0,79.899994,16.0,2022,8,24,0,34,12,51,1,False
51,28.5,25.2,26.4,33.6,29.0,30.7,19.58,2.9,2.9,0.0,20.0,17.9,38.2,173,3.85,7.0,79.899994,16.0,2022,8,25,0,34,12,51,1,False
63,28.3,24.2,25.7,32.1,27.6,29.3,16.87,24.6,24.6,0.0,23.0,21.9,43.9,206,3.29,7.0,79.899994,16.0,2022,8,26,0,33,12,51,1,False
53,27.6,24.4,25.9,31.9,27.7,29.9,17.49,3.5,3.5,0.0,22.0,20.6,48.2,180,3.34,7.0,79.899994,16.0,2022,8,27,0,33,12,50,1,False
51,28.3,24.8,26.3,33.4,29.5,30.7,21.68,3.5,3.5,0.0,21.0,20.7,43.2,187,4.08,7.0,79.899994,16.0,2022,8,28,0,33,12,50,1,False
61,28.0,24.4,26.0,32.9,29.1,30.5,17.22,10.9,10.9,0.0,24.0,15.8,34.6,183,3.38,7.0,79.899994,16.0,2022,8,29,0,33,12,49,1,False
63,28.8,24.1,25.8,35.2,28.1,31.0,14.24,29.0,29.0,0.0,24.0,11.2,26.6,178,2.83,7.0,79.899994,16.0,2022,8,30,0,33,12,49,1,False
63,26.4,24.2,24.9,31.3,28.5,29.4,7.43,35.1,35.1,0.0,24.0,11.5,25.2,202,1.59,7.0,79.899994,16.0,2022,8,31,0,33,12,48,1,False
61,26.0,24.0,24.8,30.1,28.0,29.2,8.52,16.5,16.5,0.0,24.0,16.4,33.1,207,1.65,7.0,79.899994,16.0,2022,9,1,0,33,12,48,1,False
53,28.6,24.1,25.9,34.5,28.6,30.6,18.83,5.1,5.1,0.0,23.0,16.9,45.4,228,3.66,7.0,79.899994,16.0,2022,9,2,0,33,12,47,1,False
63,28.3,24.0,25.6,34.1,29.0,30.2,15.6,15.7,15.7,0.0,24.0,17.7,43.2,217,3.01,7.0,79.899994,16.0,2022,9,3,0,33,12,47,1,False
61,27.9,24.1,25.6,33.1,28.7,29.9,14.22,12.6,12.6,0.0,23.0,17.5,32.4,229,2.81,7.0,79.899994,16.0,2022,9,4,0,32,12,46,1,False
63,27.8,24.2,25.5,32.7,28.0,29.5,11.83,34.1,34.1,0.0,22.0,17.4,42.1,212,2.46,7.0,79.899994,16.0,2022,9,5,0,32,12,46,1,False
51,27.8,24.9,26.1,31.2,28.6,29.9,14.37,2.1,2.1,0.0,17.0,18.0,49.0,205,3.03,7.0,79.899994,16.0,2022,9,6,0,32,12,45,1,False
55,28.1,25.0,26.0,31.7,28.7,30.0,16.55,6.4,6.4,0.0,21.0,23.6,49.7,197,3.19,7.0,79.899994,16.0,2022,9,7,0,32,12,45,1,False
53,28.3,25.0,26.4,32.9,29.5,30.7,19.1,3.1,3.1,0.0,16.0,16.4,37.8,205,3.76,7.0,79.899994,16.0,2022,9,8,0,32,12,44,1,False
51,28.6,24.9,26.4,32.9,29.4,30.8,20.8,3.9,3.9,0.0,23.0,17.2,42.8,208,3.99,7.0,79.899994,16.0,2022,9,9,0,32,12,43,1,False
51,28.7,24.7,26.4,33.8,29.0,31.2,20.54,1.5,1.5,0.0,12.0,18.0,45.7,202,3.88,7.0,79.899994,16.0,2022,9,10,0,31,12,43,1,False
51,28.7,24.6,26.5,34.6,29.7,31.4,20.84,2.4,2.4,0.0,19.0,16.4,41.8,198,3.96,7.0,79.899994,16.0,2022,9,11,0,31,12,42,1,False
53,29.0,24.4,26.4,34.5,29.5,31.5,22.92,4.1,4.1,0.0,20.0,16.9,40.0,199,4.33,7.0,79.899994,16.0,2022,9,12,0,31,12,42,1,False
51,28.8,24.6,26.3,35.1,29.5,31.3,20.09,2.1,2.1,0.0,13.0,14.7,30.2,223,3.86,7.0,79.899994,16.0,2022,9,13,0,31,12,41,1,False
51,28.5,24.3,26.3,34.7,28.9,30.9,21.55,3.4,3.4,0.0,19.0,16.2,32.8,241,4.09,7.0,79.899994,16.0,2022,9,14,0,31,12,41,1,False
51,28.8,24.3,26.3,35.9,29.1,31.7,21.78,1.2,1.2,0.0,11.0,13.8,30.6,196,4.14,7.0,79.899994,16.0,2022,9,15,0,31,12,40,1,False
51,28.8,25.1,26.7,34.0,30.2,31.3,21.83,1.1,1.1,0.0,9.0,15.1,31.7,200,4.26,7.0,79.899994,16.0,2022,9,16,0,30,12,40,1,False
51,28.3,24.7,26.4,32.4,30.0,30.9,18.97,3.6,3.6,0.0,13.0,16.6,33.8,207,3.75,7.0,79.899994,16.0,2022,9,17,0,30,12,39,1,False
51,28.5,24.7,26.4,34.6,29.6,31.2,19.14,2.7,2.7,0.0,17.0,15.5,36.7,206,3.66,7.0,79.899994,16.0,2022,9,18,0,30,12,39,1,False
53,28.4,25.0,26.4,34.1,30.4,31.4,16.64,2.7,2.7,0.0,18.0,15.0,34.6,197,3.23,7.0,79.899994,16.0,2022,9,19,0,30,12,38,1,False
51,29.5,25.1,26.9,36.1,30.2,32.0,21.43,2.2,2.2,0.0,17.0,16.6,37.4,201,4.12,7.0,79.899994,16.0,2022,9,20,0,30,12,38,1,False
51,29.4,24.5,26.8,35.5,29.7,31.8,19.26,2.6,2.6,0.0,14.0,15.3,33.5,206,3.84,7.0,79.899994,16.0,2022,9,21,0,30,12,37,1,False
51,29.2,24.3,26.8,36.3,29.5,32.0,20.96,2.4,2.4,0.0,15.0,14.4,31.3,194,4.04,7.0,79.899994,16.0,2022,9,22,0,29,12,36,1,False
51,29.5,24.9,26.9,37.1,30.0,32.3,22.17,0.8,0.8,0.0,7.0,14.6,37.4,178,4.28,7.0,79.899994,16.0,2022,9,23,0,29,12,36,1,False
51,29.5,24.9,26.9,34.3,29.9,31.6,21.21,0.5,0.5,0.0,5.0,18.9,38.9,168,4.22,7.0,79.899994,16.0,2022,9,24,0,29,12,35,1,False
53,29.9,24.9,27.2,35.1,30.4,32.0,21.47,2.3,2.3,0.0,15.0,16.0,36.0,183,4.38,7.0,79.899994,16.0,2022,9,25,0,29,12,35,1,False
51,28.3,25.0,26.5,33.1,29.5,31.2,9.59,0.7,0.7,0.0,6.0,13.7,25.6,175,2.25,7.0,79.899994,16.0,2022,9,26,0,29,12,34,1,False
51,29.7,25.3,27.2,34.4,30.0,31.6,21.78,1.3,1.3,0.0,12.0,18.4,36.4,181,4.45,7.0,79.899994,16.0,2022,9,27,0,29,12,34,1,False
53,28.7,25.6,27.0,32.0,29.8,30.8,18.0,3.9,3.9,0.0,21.0,19.3,39.6,189,3.9,7.0,79.899994,16.0,2022,9,28,0,29,12,33,1,False
53,28.8,25.0,26.6,33.3,28.7,30.7,18.4,3.4,3.4,0.0,19.0,18.9,41.0,202,3.72,7.0,79.899994,16.0,2022,9,29,0,28,12,33,1,False
61,28.6,24.9,26.4,32.4,29.0,30.3,16.64,11.9,11.9,0.0,22.0,22.7,45.7,208,3.36,7.0,79.899994,16.0,2022,9,30,0,28,12,32,1,False
63,28.0,24.7,26.4,31.4,29.0,30.0,14.86,15.3,15.3,0.0,24.0,23.2,56.5,183,3.09,7.0,79.899994,16.0,2022,10,1,0,28,12,32,1,False
63,28.0,24.8,26.3,31.9,28.7,30.1,14.97,17.9,17.9,0.0,23.0,25.7,54.7,178,2.94,7.0,79.899994,16.0,2022,10,2,0,28,12,31,1,False
53,28.0,25.0,26.3,31.3,29.4,30.1,16.23,9.1,9.1,0.0,24.0,25.6,52.2,174,3.23,7.0,79.899994,16.0,2022,10,3,0,28,12,31,1,False
51,28.3,25.2,26.7,32.5,30.0,30.9,15.98,3.0,3.0,0.0,22.0,21.0,38.9,179,3.27,7.0,79.899994,16.0,2022,10,4,0,28,12,30,1,False
61,28.7,25.1,26.6,33.7,30.1,31.5,17.76,7.9,7.9,0.0,22.0,19.6,42.8,194,3.36,7.0,79.899994,16.0,2022,10,5,0,28,12,30,1,False
53,28.5,24.6,26.3,33.0,29.7,31.2,15.61,3.0,3.0,0.0,14.0,17.0,39.2,190,3.06,7.0,79.899994,16.0,2022,10,6,0,27,12,29,1,False
51,28.8,24.3,26.3,34.7,29.2,31.4,16.46,2.6,2.6,0.0,20.0,16.2,39.2,184,3.21,7.0,79.899994,16.0,2022,10,7,0,27,12,29,1,False
53,28.8,24.2,26.3,34.3,29.1,31.1,20.89,2.5,2.5,0.0,14.0,18.9,37.8,170,4.04,7.0,79.899994,16.0,2022,10,8,0,27,12,28,1,False
51,29.4,24.1,26.4,35.9,29.1,31.9,20.36,2.4,2.4,0.0,16.0,14.5,29.5,189,3.94,7.0,79.899994,16.0,2022,10,9,0,27,12,28,1,False
53,29.1,24.1,26.5,34.0,29.3,31.2,19.33,3.8,3.8,0.0,19.0,15.0,31.0,209,3.94,7.0,79.899994,16.0,2022,10,10,0,27,12,27,1,False
53,28.8,23.7,26.2,35.0,28.5,31.2,18.58,2.7,2.7,0.0,14.0,14.1,30.6,248,3.62,7.0,79.899994,16.0,2022,10,11,0,27,12,27,1,False
63,27.0,24.0,25.2,31.3,29.0,30.0,11.62,20.6,20.6,0.0,22.0,14.5,27.7,233,2.34,7.0,79.899994,16.0,2022,10,12,0,27,12,26,1,False
63,27.9,23.7,25.4,32.4,28.2,30.0,11.35,13.5,13.5,0.0,24.0,13.0,24.5,209,2.34,7.0,79.899994,16.0,2022,10,13,0,27,12,26,1,False
